Trip Id,Destination,Country,Start_Date,End_Date,Duration_Days,Traveler_Name,Gender,Nationality,Amount_Spent,People_Visited,Annual_Visitors,Trip_Budget,Destination_Economy,Transportation,Travel_Type,Annual_Tourism_Income
778,Sydney,Australia,22-04-2025,03-05-2025,11,Dominique Hughes,Male,Central African Republic,7314,2,4257921,8084,Medium,Cruise,Group,29339201955
779,Barcelona,Spain,10-05-2025,17-05-2025,7,Traci Vincent,Other,Oman,383,4,841958,565,Medium,Cruise,Solo,25858011842
780,Rome,Italy,07-01-2024,26-01-2024,19,Debra Ortiz,Female,Angola,8152,1,7690706,9266,Low,Air,Business,26664516195
781,Paris,France,18-05-2025,12-06-2025,25,Patricia Smith,Other,United States Minor Outlying Islands,6962,2,2326537,7796,Medium,Train,Solo,27439114547
782,Paris,France,27-10-2023,14-11-2023,18,Lindsay Smith,Other,El Salvador,5294,2,7805487,7151,High,Cruise,Solo,27439114547
783,Sydney,Australia,31-10-2024,17-11-2024,17,Elizabeth Rasmussen,Male,Norway,6941,2,6314624,8324,Medium,Air,Solo,29339201955
784,Rome,Italy,15-02-2024,11-03-2024,25,James Bailey,Female,El Salvador,8998,1,5075954,9970,Medium,Cruise,Business,26664516195
785,Barcelona,Spain,02-01-2024,30-01-2024,28,Michael Holloway,Male,Indonesia,1626,5,5732022,3232,Low,Cruise,Family,25858011842
786,Paris,France,12-10-2024,18-10-2024,6,Jorge Bates,Female,Tajikistan,6289,4,785757,7137,Medium,Train,Business,27439114547
787,New York,USA,28-04-2025,18-05-2025,20,Matthew Lynch,Other,French Southern Territories,3654,2,5719187,4242,High,Air,Couple,25136471294
788,Barcelona,Spain,29-12-2024,28-01-2025,30,Arthur Mcneil,Other,Northern Mariana Islands,3737,2,5476490,4559,Medium,Cruise,Couple,25858011842
789,London,UK,25-03-2024,29-03-2024,4,Debbie Dawson,Male,Uganda,6408,3,7690191,7503,High,Cruise,Solo,27521149477
790,Sydney,Australia,04-12-2024,29-12-2024,25,Chris Cannon,Other,United Arab Emirates,9030,3,7682938,10401,Medium,Air,Group,29339201955
791,Sydney,Australia,30-08-2023,04-09-2023,5,Rebekah Greene,Male,Panama,6700,2,4938090,6957,Low,Train,Family,29339201955
792,New York,USA,21-03-2024,15-04-2024,25,Mikayla Rios,Male,French Polynesia,8431,2,3526849,9597,High,Air,Family,25136471294
793,Rome,Italy,03-02-2024,27-02-2024,24,Jennifer Doyle,Other,Mozambique,2463,4,5916664,3423,Medium,Air,Family,26664516195
794,Dubai,UAE,16-01-2025,21-01-2025,5,Rose Cooper DDS,Male,Poland,4106,5,5735087,5049,High,Car,Family,26336822876
795,Sydney,Australia,04-09-2024,25-09-2024,21,Karen Shepard,Other,Guinea-Bissau,8986,5,7570161,10023,Medium,Cruise,Group,29339201955
796,London,UK,14-08-2024,22-08-2024,8,Christopher Sandoval,Female,Micronesia,4015,4,6339485,4705,Low,Train,Family,27521149477
797,London,UK,04-12-2023,21-12-2023,17,John Figueroa,Male,Saint Kitts and Nevis,2934,5,4885643,3407,Low,Train,Group,27521149477
798,Dubai,UAE,04-04-2025,10-04-2025,6,Susan Arroyo,Male,United Arab Emirates,5487,5,2221873,6489,Medium,Car,Group,26336822876
799,Dubai,UAE,02-04-2024,22-04-2024,20,Courtney Walker,Other,Tunisia,868,3,5868795,1270,Medium,Bus,Business,26336822876
800,Tokyo,Japan,11-03-2024,31-03-2024,20,Stephen Watson,Female,Mozambique,2290,1,6887429,3412,Low,Bus,Family,25514217912
801,Tokyo,Japan,01-03-2024,04-03-2024,3,Bruce Brown,Other,Norfolk Island,9248,5,5657966,10673,High,Car,Couple,25514217912
802,London,UK,12-10-2024,08-11-2024,27,Lisa Kennedy,Other,Congo,2709,5,7517300,3502,High,Air,Couple,27521149477
803,Paris,France,08-08-2024,15-08-2024,7,Michael Moreno,Other,Isle of Man,9326,1,5268761,9476,Medium,Cruise,Group,27439114547
804,Sydney,Australia,27-08-2023,10-09-2023,14,Brittany Gay,Male,Guam,5647,1,3374069,6941,High,Train,Family,29339201955
805,Dubai,UAE,29-05-2024,01-06-2024,3,Dr. Victoria Thomas,Male,Tokelau,9121,4,1565941,10269,Medium,Train,Couple,26336822876
806,Bangkok,Thailand,22-01-2025,13-02-2025,22,Bobby Cook,Other,Christmas Island,8681,1,6157663,9595,Low,Bus,Family,28843595717
807,Rome,Italy,16-03-2024,30-03-2024,14,Abigail Hill,Male,Senegal,4963,3,5994759,5693,Medium,Cruise,Solo,26664516195
808,Dubai,UAE,08-03-2025,03-04-2025,26,Phillip Burns,Female,Serbia,7109,4,4942475,7544,High,Bus,Couple,26336822876
809,Tokyo,Japan,13-03-2025,11-04-2025,29,Lucas Schultz,Other,Iraq,1710,2,3586033,2431,Medium,Cruise,Family,25514217912
810,New York,USA,14-06-2024,05-07-2024,21,Janet Johnson,Female,Cook Islands,1749,1,6969609,3157,Medium,Bus,Group,25136471294
811,Cape Town,South Africa,03-02-2025,20-02-2025,17,Adrian Morris,Other,Syrian Arab Republic,9604,2,3442987,10084,Medium,Car,Business,28898545230
812,Sydney,Australia,01-09-2024,05-09-2024,4,Michael Sims,Female,Egypt,9888,3,8389630,11133,High,Bus,Group,29339201955
813,Paris,France,08-01-2024,05-02-2024,28,Haley Anderson,Male,Hungary,2823,3,5136006,4234,High,Bus,Solo,27439114547
814,London,UK,10-08-2024,26-08-2024,16,Carol Colon,Male,French Southern Territories,8359,2,577187,8703,Medium,Bus,Solo,27521149477
815,Barcelona,Spain,27-02-2024,24-03-2024,26,Joseph Warren,Female,Jordan,9820,4,9588767,10813,Medium,Bus,Solo,25858011842
816,Bangkok,Thailand,05-06-2025,24-06-2025,19,Brandi Ferrell,Other,Liechtenstein,9725,1,4454311,10158,High,Air,Group,28843595717
817,Bangkok,Thailand,21-04-2024,08-05-2024,17,Carmen Meadows,Other,Sudan,2519,3,2839867,2727,Medium,Car,Couple,28843595717
818,Bangkok,Thailand,25-05-2024,29-05-2024,4,Danny Mercer,Female,Croatia,5078,5,1388937,6230,Low,Train,Solo,28843595717
819,Barcelona,Spain,06-02-2025,05-03-2025,27,Jonathan Martinez,Male,Rwanda,9208,3,5405130,11001,High,Car,Family,25858011842
820,Bangkok,Thailand,03-12-2024,09-12-2024,6,Jaime Bowman,Other,Sierra Leone,9803,3,2511179,9929,Low,Cruise,Family,28843595717
821,Bangkok,Thailand,04-09-2024,01-10-2024,27,Linda Williams,Female,Botswana,7050,3,2835175,7359,Low,Train,Business,28843595717
822,Dubai,UAE,05-12-2024,03-01-2025,29,Amber Wilson,Male,Kenya,9453,5,8918990,11285,High,Cruise,Solo,26336822876
823,Rome,Italy,07-05-2024,24-05-2024,17,David Miles,Male,Costa Rica,2209,2,391577,3291,Medium,Car,Family,26664516195
824,Tokyo,Japan,06-01-2025,04-02-2025,29,Alexandra Fisher,Female,Bolivia,8870,3,2989156,10423,Medium,Air,Solo,25514217912
825,Dubai,UAE,12-12-2024,19-12-2024,7,Lisa Haynes,Other,Italy,2632,2,5257791,2988,Low,Train,Solo,26336822876
826,Rome,Italy,22-04-2025,17-05-2025,25,Kayla Williamson,Male,Finland,1573,1,8224448,3224,Medium,Air,Group,26664516195
827,New York,USA,13-10-2023,17-10-2023,4,Kathleen Lynch,Other,Slovakia (Slovak Republic),8712,5,1094305,9772,Low,Car,Solo,25136471294
828,New York,USA,06-02-2024,18-02-2024,12,Valerie Howard,Other,Ireland,468,1,2176911,2452,High,Train,Business,25136471294
829,Dubai,UAE,02-03-2024,10-03-2024,8,Joshua Lozano,Other,Portugal,6059,1,1623024,6457,High,Car,Business,26336822876
830,Bangkok,Thailand,10-07-2025,24-07-2025,14,Mr. Adam Davis,Male,Bouvet Island (Bouvetoya),8502,5,4157108,9636,High,Air,Solo,28843595717
831,Barcelona,Spain,25-04-2025,22-05-2025,27,Kathleen Herring,Male,Slovakia (Slovak Republic),8964,2,3313634,9641,Low,Cruise,Solo,25858011842
832,New York,USA,17-08-2024,26-08-2024,9,Nathaniel Conway,Other,Norway,8077,3,9988165,8556,Medium,Air,Group,25136471294
833,Bangkok,Thailand,12-01-2024,27-01-2024,15,William Baker,Female,Australia,3810,5,3917726,4744,Low,Car,Solo,28843595717
834,Sydney,Australia,02-10-2023,08-10-2023,6,Shelly Phelps,Other,Guyana,2526,4,6160776,4069,Medium,Cruise,Solo,29339201955
835,New York,USA,30-03-2025,12-04-2025,13,Jessica Wilson,Female,Thailand,2195,4,4858210,3230,High,Car,Couple,25136471294
836,Dubai,UAE,24-02-2025,16-03-2025,20,Alexandra Taylor,Female,Oman,5061,4,3267286,6915,Low,Bus,Family,26336822876
837,Tokyo,Japan,26-11-2023,29-11-2023,3,Steven Friedman,Other,Ethiopia,8355,1,6749981,9352,High,Air,Solo,25514217912
838,Tokyo,Japan,29-05-2025,13-06-2025,15,Jacqueline Cooper,Female,Brazil,9975,1,2930705,10207,Medium,Train,Family,25514217912
839,Dubai,UAE,23-05-2024,14-06-2024,22,Jesus Houston,Female,Portugal,2311,2,7225354,3896,Medium,Car,Business,26336822876
840,Barcelona,Spain,07-05-2025,18-05-2025,11,Javier Mercado,Other,Chad,6857,3,8083040,8322,High,Bus,Couple,25858011842
841,Cape Town,South Africa,12-10-2023,23-10-2023,11,Nicholas Jarvis,Male,Tanzania,7748,1,2150009,8361,Medium,Bus,Group,28898545230
842,Tokyo,Japan,17-11-2023,20-11-2023,3,Thomas Webb,Male,Mongolia,1165,1,8457316,2653,Low,Train,Couple,25514217912
843,Barcelona,Spain,24-12-2024,17-01-2025,24,Logan Maxwell,Female,New Caledonia,2802,3,1716210,4458,Low,Cruise,Couple,25858011842
844,Sydney,Australia,08-08-2023,17-08-2023,9,Sheryl Acosta,Female,Uganda,8457,4,8569050,9092,High,Car,Business,29339201955
845,Cape Town,South Africa,26-10-2023,29-10-2023,3,Mr. Stephen Alexander,Male,Bahrain,7351,1,6536241,8372,Medium,Bus,Couple,28898545230
846,Sydney,Australia,05-02-2024,09-02-2024,4,Alexandria Oneill,Male,Mali,3197,5,5184244,5108,High,Train,Couple,29339201955
847,Rome,Italy,04-03-2025,11-03-2025,7,Misty Walker,Female,Zimbabwe,6674,4,1935125,7939,High,Bus,Business,26664516195
848,Cape Town,South Africa,18-12-2024,08-01-2025,21,Kelly Watts,Female,Nicaragua,8097,5,2722462,9234,Low,Bus,Family,28898545230
849,Sydney,Australia,28-09-2023,19-10-2023,21,Nicholas Olson,Female,Panama,6079,3,5476808,6304,Low,Cruise,Solo,29339201955
850,Tokyo,Japan,23-12-2024,21-01-2025,29,Brittany Serrano,Female,Uganda,6015,5,551304,7682,High,Car,Couple,25514217912
851,New York,USA,04-11-2024,20-11-2024,16,Mason Moore,Female,Thailand,6155,4,5993320,6370,High,Train,Group,25136471294
852,Dubai,UAE,15-07-2024,07-08-2024,23,Sheila Jones,Female,Liechtenstein,1691,1,5215582,2025,Medium,Train,Solo,26336822876
853,Cape Town,South Africa,22-03-2024,04-04-2024,13,Wayne Williams,Male,Czech Republic,7851,4,9630287,9005,Medium,Car,Solo,28898545230
854,Sydney,Australia,16-09-2024,07-10-2024,21,Jennifer Young,Male,Kuwait,5485,4,9668944,6384,Medium,Cruise,Solo,29339201955
855,Sydney,Australia,26-06-2024,02-07-2024,6,Joan Gates,Other,Kiribati,3673,3,8433769,4802,High,Car,Group,29339201955
856,Barcelona,Spain,18-03-2024,30-03-2024,12,Jonathan Valdez,Female,Bosnia and Herzegovina,7443,2,8437466,8844,Low,Cruise,Group,25858011842
857,London,UK,25-05-2024,05-06-2024,11,Justin Smith,Male,Bermuda,5171,5,6844899,6918,Low,Cruise,Solo,27521149477
858,Barcelona,Spain,22-03-2025,28-03-2025,6,Lisa Torres,Other,Madagascar,5818,3,1228599,7078,High,Bus,Couple,25858011842
859,Dubai,UAE,25-09-2024,09-10-2024,14,Michael Clements,Male,Haiti,5245,5,5131638,6231,High,Cruise,Family,26336822876
860,Dubai,UAE,18-04-2025,04-05-2025,16,Daniel Gibson,Female,Moldova,4416,5,8746460,5444,High,Cruise,Group,26336822876
861,Paris,France,04-03-2025,27-03-2025,23,Kara Sandoval,Other,Saint Barthelemy,8757,2,9777824,9879,Low,Bus,Family,27439114547
862,Cape Town,South Africa,02-07-2024,30-07-2024,28,Peter Walker,Other,Guam,7406,5,1104647,8575,Low,Car,Couple,28898545230
863,Tokyo,Japan,17-04-2024,27-04-2024,10,Tracey Carter,Male,Maldives,5219,4,6983025,5971,Low,Train,Couple,25514217912
864,London,UK,02-05-2024,31-05-2024,29,Amber Martin,Female,Burundi,2931,3,4061601,3862,Low,Air,Group,27521149477
865,Dubai,UAE,15-04-2025,18-04-2025,3,Mikayla Rodriguez,Male,New Caledonia,5387,4,8243364,6633,Medium,Bus,Solo,26336822876
866,Dubai,UAE,16-12-2023,24-12-2023,8,Timothy Long,Female,Kuwait,2535,1,4435179,4252,Medium,Cruise,Group,26336822876
867,Paris,France,17-04-2025,13-05-2025,26,Michelle Rodriguez,Female,Israel,626,1,1508104,1368,High,Car,Solo,27439114547
868,Rome,Italy,22-08-2023,05-09-2023,14,Sara Chapman,Other,Sierra Leone,1779,4,2458208,2362,Low,Cruise,Business,26664516195
869,New York,USA,08-06-2025,27-06-2025,19,Matthew Blanchard,Other,Burkina Faso,9809,5,4324638,10925,Low,Train,Business,25136471294
870,New York,USA,07-08-2024,03-09-2024,27,Noah Tran,Female,Jersey,5695,5,6642286,7445,High,Train,Couple,25136471294
871,Dubai,UAE,28-04-2025,05-05-2025,7,Tammy Norman,Male,United States Minor Outlying Islands,3169,2,4706139,4169,Medium,Car,Business,26336822876
872,Paris,France,01-12-2023,19-12-2023,18,Carrie Ochoa,Other,Bosnia and Herzegovina,6439,1,5409820,7656,Medium,Bus,Group,27439114547
873,London,UK,12-05-2024,09-06-2024,28,Lisa Morris,Male,Turkmenistan,6247,4,6269641,8029,Medium,Air,Business,27521149477
874,Paris,France,10-05-2024,08-06-2024,29,Lee Schwartz,Other,Egypt,1195,2,4344348,2426,Medium,Car,Family,27439114547
875,New York,USA,14-02-2024,05-03-2024,20,Grant Phillips,Male,Sri Lanka,7548,4,231971,9511,Medium,Car,Family,25136471294
876,New York,USA,28-10-2023,26-11-2023,29,Lance Tanner,Male,Malawi,5172,2,2788166,7147,Medium,Car,Couple,25136471294
877,Paris,France,05-03-2024,16-03-2024,11,Kimberly Edwards,Male,Saint Pierre and Miquelon,8355,4,7028341,10352,Medium,Bus,Solo,27439114547
878,Tokyo,Japan,12-07-2025,06-08-2025,25,Claudia Clark,Female,Rwanda,8595,1,6003169,9556,High,Cruise,Family,25514217912
879,Sydney,Australia,27-02-2024,23-03-2024,25,Tammy Anderson,Male,Russian Federation,1153,2,7539100,2873,High,Train,Solo,29339201955
880,Rome,Italy,02-12-2024,11-12-2024,9,Cassandra Daniels,Other,Northern Mariana Islands,5306,3,9760477,5574,Low,Train,Group,26664516195
881,Cape Town,South Africa,23-03-2024,17-04-2024,25,Paige Hart,Other,Mozambique,2431,5,6983963,4154,Medium,Bus,Couple,28898545230
882,Tokyo,Japan,02-10-2024,13-10-2024,11,Michelle Craig,Male,Uganda,5667,3,3433024,5939,Medium,Car,Group,25514217912
883,Rome,Italy,30-04-2025,15-05-2025,15,Sherry Henderson,Other,American Samoa,3977,1,485374,5967,High,Cruise,Group,26664516195
884,New York,USA,26-08-2024,12-09-2024,17,James Brown,Male,Azerbaijan,4589,2,935219,5510,High,Bus,Business,25136471294
885,London,UK,19-12-2023,26-12-2023,7,Richard Terrell,Male,Pitcairn Islands,6328,2,9616756,6668,Low,Cruise,Couple,27521149477
886,Sydney,Australia,27-01-2024,25-02-2024,29,Antonio Mueller,Other,Costa Rica,8396,1,3866215,9957,Low,Train,Family,29339201955
887,London,UK,21-02-2025,19-03-2025,26,Heather Chavez,Female,New Zealand,6559,2,7336157,8412,Low,Cruise,Group,27521149477
888,London,UK,21-05-2025,16-06-2025,26,Kristina Walker,Other,Oman,3402,4,3126104,4338,Low,Air,Family,27521149477
889,London,UK,24-09-2024,04-10-2024,10,Jorge Robles,Other,Qatar,7688,2,6301492,8981,High,Bus,Solo,27521149477
890,Paris,France,25-02-2024,14-03-2024,18,Amber James,Male,Israel,5596,4,3660421,7156,Medium,Bus,Business,27439114547
891,London,UK,20-03-2025,25-03-2025,5,Emily Arnold,Male,American Samoa,9425,1,974304,10206,Low,Bus,Family,27521149477
892,Barcelona,Spain,13-02-2025,09-03-2025,24,Marc Norman,Other,Trinidad and Tobago,1045,1,4355656,2178,High,Bus,Family,25858011842
893,Rome,Italy,25-06-2024,19-07-2024,24,Susan Bush,Female,Oman,2466,5,789962,3754,Low,Car,Group,26664516195
894,Cape Town,South Africa,27-04-2024,15-05-2024,18,Kimberly Morrison,Female,Singapore,7969,2,1604043,8718,High,Cruise,Couple,28898545230
895,Tokyo,Japan,30-01-2025,10-02-2025,11,Elizabeth Thompson,Male,Pitcairn Islands,5432,1,2245327,6554,Medium,Car,Couple,25514217912
896,London,UK,12-09-2023,23-09-2023,11,Christopher Palmer,Other,Honduras,4621,5,5351441,5613,Low,Car,Couple,27521149477
897,Tokyo,Japan,17-08-2023,06-09-2023,20,Justin Anderson,Other,Mozambique,7508,1,3269550,7912,Low,Train,Group,25514217912
898,Paris,France,04-05-2025,22-05-2025,18,Gary Mckinney,Female,Cape Verde,2979,4,7422078,3316,Medium,Air,Couple,27439114547
899,Bangkok,Thailand,17-08-2023,11-09-2023,25,Frank Williams,Other,Venezuela,8249,4,8370975,8579,High,Train,Solo,28843595717
900,Bangkok,Thailand,13-11-2024,18-11-2024,5,Mary Henry,Male,Montenegro,4954,2,2923521,6589,High,Car,Business,28843595717
901,Barcelona,Spain,16-09-2024,25-09-2024,9,Richard Stewart,Other,Cyprus,367,5,9676230,836,Medium,Air,Group,25858011842
902,Sydney,Australia,06-12-2023,30-12-2023,24,Rachel Moore,Male,Mauritius,5684,1,4869447,7179,High,Air,Couple,29339201955
903,Bangkok,Thailand,06-09-2024,27-09-2024,21,Gregory Ware,Male,Panama,5600,2,584433,5866,Medium,Bus,Couple,28843595717
904,London,UK,30-03-2024,21-04-2024,22,Edward Clements,Other,Nicaragua,395,3,835630,1838,High,Bus,Family,27521149477
905,Barcelona,Spain,01-09-2024,08-09-2024,7,Justin Goodwin,Male,Pakistan,1097,3,5521907,2831,Low,Air,Business,25858011842
906,Barcelona,Spain,23-07-2023,07-08-2023,15,Gregory Allen,Male,Norway,6834,3,3086525,7425,Medium,Air,Solo,25858011842
907,Dubai,UAE,04-11-2024,12-11-2024,8,Dana Williams,Female,Turks and Caicos Islands,6892,3,2685950,7238,Medium,Bus,Couple,26336822876
908,London,UK,22-03-2024,15-04-2024,24,Robert Wilson,Other,Equatorial Guinea,2451,3,1712483,4255,Medium,Cruise,Group,27521149477
909,Sydney,Australia,08-09-2024,25-09-2024,17,Allison Black,Female,Sierra Leone,8105,3,9546530,9434,Medium,Air,Couple,29339201955
910,Bangkok,Thailand,03-05-2024,25-05-2024,22,Katie Tucker,Male,French Polynesia,7412,4,1659399,7594,High,Car,Couple,28843595717
911,Dubai,UAE,13-06-2025,06-07-2025,23,Erica Miller,Other,Bhutan,2840,4,8946268,4229,High,Cruise,Solo,26336822876
912,London,UK,24-11-2023,11-12-2023,17,Patricia Ferguson,Female,Nigeria,1597,4,5139762,2001,Low,Car,Group,27521149477
913,Cape Town,South Africa,05-09-2023,21-09-2023,16,Mark Lewis,Female,Poland,9614,1,9344150,9870,Low,Cruise,Solo,28898545230
914,Cape Town,South Africa,10-06-2024,26-06-2024,16,Christine Poole,Female,Turkey,1848,4,9637481,3612,Medium,Car,Family,28898545230
915,Barcelona,Spain,11-02-2025,16-02-2025,5,Maria Case,Other,San Marino,566,1,7865820,1033,Low,Bus,Solo,25858011842
916,New York,USA,30-12-2024,15-01-2025,16,Joe Rivera,Other,Benin,5176,3,9951721,6758,Medium,Bus,Business,25136471294
917,London,UK,11-09-2023,24-09-2023,13,Robert Grant,Male,Montserrat,3758,2,1412322,5387,High,Car,Solo,27521149477
918,Rome,Italy,15-04-2025,05-05-2025,20,David Hughes,Male,Niue,395,4,2057536,522,Low,Bus,Couple,26664516195
919,Rome,Italy,26-05-2024,25-06-2024,30,Alan Nunez,Other,Marshall Islands,8274,3,6152024,9788,High,Bus,Family,26664516195
920,New York,USA,21-07-2023,28-07-2023,7,Lisa Avila,Male,Mozambique,527,2,1977580,2298,Low,Train,Solo,25136471294
921,Dubai,UAE,21-08-2023,08-09-2023,18,Angel Reilly,Other,Botswana,2678,2,7411317,4502,High,Cruise,Group,26336822876
922,New York,USA,27-02-2024,10-03-2024,12,Elizabeth Miller,Female,Serbia,2727,4,7177958,2871,Low,Train,Group,25136471294
923,Sydney,Australia,05-07-2025,23-07-2025,18,James Guerrero,Female,Lebanon,621,4,9918467,1217,Low,Car,Business,29339201955
924,Rome,Italy,15-11-2023,19-11-2023,4,Brandy Myers,Female,South Georgia and the South Sandwich Islands,429,1,7344199,1380,Medium,Cruise,Business,26664516195
925,Cape Town,South Africa,06-05-2025,18-05-2025,12,Toni Thomas,Male,Philippines,8287,4,8255420,9438,High,Cruise,Couple,28898545230
926,Dubai,UAE,04-06-2025,29-06-2025,25,Rebecca Daniel,Male,Holy See (Vatican City State),8955,1,7180061,10235,Medium,Cruise,Solo,26336822876
927,London,UK,25-07-2023,17-08-2023,23,Kristen Martinez,Female,Albania,8055,1,8401178,9430,High,Car,Couple,27521149477
928,Rome,Italy,03-10-2024,06-10-2024,3,Kimberly Arroyo,Male,Gambia,5018,2,7972548,5822,Medium,Train,Business,26664516195
929,Dubai,UAE,27-12-2023,17-01-2024,21,Stephanie Cooper,Other,Isle of Man,5856,5,7959576,6224,Medium,Bus,Couple,26336822876
930,Bangkok,Thailand,19-06-2025,17-07-2025,28,Kayla Martin,Female,Cyprus,2954,5,3576383,3632,High,Air,Couple,28843595717
931,Tokyo,Japan,07-11-2024,15-11-2024,8,Cheyenne White,Male,South Georgia and the South Sandwich Islands,2861,5,8357506,3167,Medium,Bus,Family,25514217912
932,Dubai,UAE,29-09-2024,08-10-2024,9,Sarah Randolph,Other,Mayotte,1070,1,6119442,2974,Medium,Car,Group,26336822876
933,Tokyo,Japan,09-07-2024,07-08-2024,29,Angel Powers,Other,El Salvador,823,1,5766248,1804,Low,Cruise,Group,25514217912
934,New York,USA,01-10-2023,21-10-2023,20,Kevin Lynn,Male,Guinea-Bissau,8268,3,5809692,9975,Medium,Air,Business,25136471294
935,London,UK,24-10-2023,31-10-2023,7,Cynthia Mitchell,Other,Bangladesh,8744,5,1847213,10290,Low,Bus,Couple,27521149477
936,New York,USA,15-06-2025,21-06-2025,6,John Murphy,Other,Palestinian Territory,1969,5,804130,3107,Low,Train,Solo,25136471294
937,Dubai,UAE,10-03-2024,24-03-2024,14,Brittany Knight,Male,Sri Lanka,5086,4,8587536,6206,High,Air,Group,26336822876
938,Bangkok,Thailand,18-03-2024,31-03-2024,13,Caroline Edwards,Male,Solomon Islands,2314,2,7467017,3265,Low,Train,Couple,28843595717
939,Bangkok,Thailand,05-01-2024,17-01-2024,12,Margaret Hill,Other,Guyana,3105,1,4563001,3967,High,Bus,Family,28843595717
940,Dubai,UAE,29-10-2023,05-11-2023,7,Erin Castillo,Other,Kiribati,7209,2,2415160,8951,Medium,Bus,Couple,26336822876
941,Sydney,Australia,20-04-2024,20-05-2024,30,Katelyn Rodriguez,Other,Oman,6227,1,7525238,6625,Low,Cruise,Solo,29339201955
942,New York,USA,30-10-2024,12-11-2024,13,Douglas Serrano,Female,Uganda,6880,2,7382524,7105,Medium,Air,Group,25136471294
943,Barcelona,Spain,07-09-2024,11-09-2024,4,Nicholas Sims,Other,Saint Lucia,8816,3,7134775,9739,High,Cruise,Family,25858011842
944,Bangkok,Thailand,13-09-2023,27-09-2023,14,Sarah Welch,Male,Suriname,4883,5,2563932,6417,Medium,Bus,Group,28843595717
945,Cape Town,South Africa,10-10-2024,01-11-2024,22,Patricia Lewis,Other,Argentina,7544,3,6886479,9232,Low,Car,Solo,28898545230
946,Paris,France,17-09-2024,07-10-2024,20,Steven Fernandez,Female,Palau,6689,2,8832032,7896,Medium,Train,Solo,27439114547
947,Cape Town,South Africa,10-03-2025,30-03-2025,20,James Vance,Female,Myanmar,8841,3,2784813,8988,Low,Cruise,Business,28898545230
948,London,UK,05-02-2025,15-02-2025,10,Brandi Mason,Female,Bermuda,7226,5,1952907,8825,Low,Car,Family,27521149477
949,Cape Town,South Africa,20-05-2024,03-06-2024,14,Adam Allen,Male,Sri Lanka,1082,1,7628555,1792,High,Air,Couple,28898545230
950,Bangkok,Thailand,04-11-2024,14-11-2024,10,Nicole Taylor,Other,Cayman Islands,9828,5,9047098,11657,High,Train,Family,28843595717
951,London,UK,03-12-2023,15-12-2023,12,Krystal Brennan,Other,Cameroon,9684,2,6436179,10848,High,Train,Solo,27521149477
952,Bangkok,Thailand,07-02-2025,26-02-2025,19,Teresa Williams,Other,Senegal,3454,3,7722050,3754,Low,Bus,Couple,28843595717
953,New York,USA,29-07-2024,03-08-2024,5,Dennis Young,Male,Paraguay,7261,2,8090200,7800,Medium,Air,Family,25136471294
954,Cape Town,South Africa,24-12-2023,08-01-2024,15,Rebecca Hughes,Other,United States Virgin Islands,9458,5,6723350,11343,Medium,Cruise,Couple,28898545230
955,Rome,Italy,04-07-2024,21-07-2024,17,Amanda Wong,Other,Bosnia and Herzegovina,8320,4,2832048,8715,High,Train,Couple,26664516195
956,Sydney,Australia,13-01-2025,20-01-2025,7,Madeline Hill,Other,Saint Vincent and the Grenadines,8708,5,2080687,10230,Low,Bus,Couple,29339201955
957,Paris,France,06-02-2024,03-03-2024,26,Laura Bennett,Male,Honduras,9459,3,2092563,10791,Medium,Air,Solo,27439114547
958,Bangkok,Thailand,25-04-2024,16-05-2024,21,Stephanie Miller,Female,El Salvador,959,5,2672022,1300,Medium,Car,Family,28843595717
959,London,UK,04-05-2024,16-05-2024,12,Courtney Sullivan,Female,Svalbard & Jan Mayen Islands,758,2,2484710,2463,High,Bus,Solo,27521149477
960,London,UK,20-05-2025,01-06-2025,12,Ricky Eaton,Male,Albania,3299,4,134993,3649,High,Car,Solo,27521149477
961,Paris,France,09-08-2024,25-08-2024,16,Jessica Hall,Female,Malawi,9689,3,9591944,10715,Medium,Bus,Couple,27439114547
962,Barcelona,Spain,27-11-2024,04-12-2024,7,Chris Moore,Male,Netherlands Antilles,8570,4,7648562,10036,Medium,Train,Family,25858011842
963,New York,USA,24-01-2025,21-02-2025,28,Mary Perry,Other,Greenland,7011,4,4006109,8954,Medium,Car,Business,25136471294
964,Paris,France,26-01-2025,19-02-2025,24,Michael Mendoza,Female,Namibia,4844,1,2878554,6392,Low,Cruise,Family,27439114547
965,Cape Town,South Africa,19-11-2023,12-12-2023,23,Jennifer Sanchez,Male,Brunei Darussalam,9464,1,3328384,10831,High,Cruise,Solo,28898545230
966,Barcelona,Spain,04-10-2024,23-10-2024,19,Brandy Hunt,Male,Uganda,8096,5,413131,8442,High,Cruise,Group,25858011842
967,Paris,France,03-10-2024,14-10-2024,11,Christopher Nielsen,Male,Malaysia,4318,5,7552933,4591,High,Cruise,Family,27439114547
968,Rome,Italy,26-05-2024,16-06-2024,21,Kristy Smith,Male,Saint Helena,8352,1,5803524,9347,Low,Bus,Solo,26664516195
969,Cape Town,South Africa,01-02-2025,14-02-2025,13,Diane Miller,Female,Kiribati,4513,1,2023417,4816,High,Train,Family,28898545230
970,Tokyo,Japan,30-10-2024,07-11-2024,8,Sharon Jackson DVM,Female,Nepal,1768,2,5247152,2702,High,Train,Solo,25514217912
